,TCGA-3L-AA1B-01A-11R-A37K-07,TCGA-4N-A93T-01A-11R-A37K-07,TCGA-4T-AA8H-01A-11R-A41B-07,TCGA-5M-AAT4-01A-11R-A41B-07,TCGA-5M-AAT5-01A-21R-A41B-07
8755,5.94068710477694,5.06453877739581,4.46226058849308,1.56120293952079,3.09808199849217
8756,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472
101,2.22615585467174,2.2466302647667,1.38753573548025,1.19432901004022,0.0431950449228195
8754,5.95833311164105,3.60030579757941,5.73674045473731,4.83089712917582,4.3679295913545
27299,4.66339486780734,2.17364878369424,2.77891419289895,4.17782627937062,1.32480336098374
81794,1.17807620245187,-1.20683002612439,-3.05127219091004,-0.956432143638631,-1.55357447212281
81792,0.585857808536624,-2.4469803823302,-1.61649922497943,-0.478544027268246,-1.7661241189267
11093,2.42713174457303,2.23314750613978,1.94366597325277,1.49875356714094,0.653592166292147
140766,2.67035765861529,-0.609401312451958,0.0822829413639999,0.569664144122248,0.538091450406743
170689,0.516339494171062,-2.12564075079885,2.5595889389798,1.66644563595213,1.70281944487388
170690,-1.53416731905434,-4.36280051022046,-3.59278460264311,-2.41740539220318,-4.0824287533318
170691,-0.691426332092451,-1.06997676531827,-0.984831355098305,-0.983945387517495,-0.392193394847433
