,test
8288,-4.1908484117411
1833,-4.740102948135
26284,5.79169586312039
51752,5.52790498279368
64167,5.33428896188599
3266,-2.46352534160714
55914,4.56884508024861
2064,6.9832958132535
2065,7.16832930078827
2066,-6.24445455591672
23085,3.36456026239645
26059,-2.90389208617529
2067,5.96042354811525
2068,3.65105072621
2071,5.10304800262124
2072,1.00175163226927
2073,4.96829633363069
54821,1.06907698871302
2074,1.40817843742069
1161,2.85139188783512
2069,4.71663562030992
2077,5.1883134948369
57222,7.42655837824499
51290,5.13321327880076
51614,8.73267514276018
2078,1.15717870427196
2079,7.77752389531635
90459,3.02364971771253
112479,2.82730366554522
79033,5.47192077039957
157697,4.07564361573548
27248,5.45614098843656
10613,5.36386333878719
11160,5.26649901580406
114625,3.20110710021195
57471,-1.27317970480063
79956,4.23384116061248
2081,2.75717859531397
10595,5.37996386822019
56605,0.896753275357059
30001,5.08569073193183
121506,3.60902212001336
10961,8.22040718226753
23071,4.75630741883858
54206,4.79453519925673
405754,-2.55051572438487
90952,3.76088750659427
114799,2.56477010956199
157570,2.31218670159926
2098,7.3233878582513
51575,4.63348720746837
11082,2.60742422485316
9700,2.42489314647993
339768,0.302916642165055
284729,-1.06989534767894
83715,2.4458714137665
2099,-1.25251162952718
2100,-1.6518621063596
54845,6.22164512709094
80004,4.86826719216161
2101,6.60486223147528
2103,-5.43359131598543
2104,-0.33959591670948
80712,-6.64385618977472
23344,5.73396117224969
57488,5.99426072768614
83850,-2.82801798783988
54465,3.11756299212482
2107,6.10088212322338
2108,7.33510261568632
2109,7.65928372737264
2110,3.26510208728527
23474,6.99115376423281
55500,4.66609857299645
55224,2.25156736196161
2113,3.93387094392523
2114,8.54307330186138
2115,1.66680124037535
2116,-0.542688112739445
440695,-2.89647693596879
2117,2.81492476225326
2118,6.24369929304536
2119,2.69604909906812
2120,4.06458252148445
51513,2.42904141712908
132884,-0.556907042114405
2121,1.06213876402022
2123,2.04587825109678
2124,2.92891570799921
115704,2.49265785069041
7813,2.30217465531113
51466,4.5327097459406
645027,-5.03184985808017
2125,4.89763648208149
2128,0.374127557666726
344191,-6.64385618977472
2130,7.48357665913012
161829,-6.64385618977472
55218,4.02087633925128
54932,3.51448839620242
9156,1.75605161933736
55763,5.03203984671566
55770,3.89589664764176
90332,1.51741342172643
283849,0.199634940353178
11336,5.43542152051712
60412,5.62459715340648
10640,3.07024431773548
23233,1.68031437141759
54536,3.63737015843761
23265,6.18007293963298
149371,2.36641684056366
9941,2.10052465846882
5394,5.29922544049188
51013,4.96238534202707
23404,4.06583446960728
51010,4.69975166718657
54512,5.94130637561608
56915,6.02177552004535
118460,3.34255392142282
23016,6.00713892754791
11340,4.87870615809353
5393,4.40456154686676
23086,2.01910295367993
2131,4.49858867836028
2132,5.4022253280939
2134,-4.09424804917414
2135,2.92150115101686
2137,4.57616782566429
2138,-1.19708299746985
2139,2.35816797994329
2140,2.46664878097858
2070,-4.28116293771137
346007,-2.24635800662311
2145,4.0592959137909
2146,4.57591876829048
7430,7.41428051565278
2159,3.16482624672375
50848,6.16206754520878
2160,-5.1915419955512
2161,4.05555632578187
2162,2.46130636022212
2165,-6.64385618977472
2150,5.62049415027983
2151,2.85723714457578
9002,0.236011224473629
2149,4.32654895098865
2147,-2.92077232087603
2152,5.13815211691565
2153,1.24538962311334
2155,-2.29691524020238
8263,4.29039146775649
2157,2.07701701859124
2158,-6.64385618977472
79152,5.16001799076779
158584,3.19202161533505
2166,5.80231615511655
646486,-6.64385618977472
2168,10.5519360540963
2169,3.68438014103661
2170,0.844216610363053
2167,1.50450432918013
220832,-3.05205208412239
2171,5.45295690302588
2172,6.0258975749288
2173,-6.64385618977472
646480,-6.64385618977472
8772,4.744632932504
3992,2.4561325851959
9415,3.72518820375083
3995,2.53814290127879
283985,-6.64385618977472
11124,5.20381120818132
23197,5.0365631723485
81889,5.10161872153974
51011,4.75020786905276
151313,3.34134879749986
2184,4.84046717292779
23017,2.86117884285755
9214,2.0825983850211
55179,3.63007416550626
124402,4.3598292768334
283991,5.91146924937001
144347,4.70512614359738
359845,2.82574460231159
399665,5.80023339059155
284611,2.89358876613201
83640,5.01631581632321
84923,4.4474155176728
90736,3.69295611607935
54491,3.16820352468477
90268,2.56622460633821
80039,-6.64385618977472
100129396,-1.66051216158934
11170,0.829516707536068
83641,4.17366865057913
81926,4.84265986233097
51104,3.42621046360854
58489,6.38184326096012
144717,4.92830552668694
150368,3.73650311648624
145165,4.24650992707425
83541,4.37421634915784
90362,-0.62224606063789
642273,2.03075702949916
63901,4.61532872152774
374393,2.84775340629295
64773,5.64819681752753
91523,4.12496532919494
92689,4.17740172668733
10827,2.92408289621516
9747,3.23172858603723
285966,1.07037941188395
201627,3.04512344358369
414918,2.16341067929379
81558,2.86089400964923
150864,3.10187631986778
55007,4.14722859674771
79607,4.38701938912371
151194,2.71430878392053
25895,2.86964834440058
158293,5.21494456220444
23196,6.73008736756557
84498,4.08088462839482
54954,0.804961906825313
116224,2.93605937776148
159090,4.9160724383425
159091,1.3965274569328
219287,-6.64385618977472
139285,-2.08823553554375
205147,-2.1159425611301
220108,-1.62065091174752
79843,-0.689540883626589
93343,5.35403350323735
89853,3.48521704102551
84668,0.867324927728022
285172,1.57663955979611
8933,4.63168438687415
26071,3.55607929456246
441518,1.71498058463555
653784,7.0138142451078
80097,8.11493608954786
116496,1.42807520468618
64855,6.59784479040407
199786,0.961898039079684
131408,2.66779370098287
9715,1.55215182898103
348487,-0.803393766377239
388581,0.189187732244729
286499,-5.47378375377139
257415,1.76686629484416
79137,6.12114780942233
54463,4.14800499169038
162427,5.3383831365951
57579,3.76061286786254
51059,-6.00478928586949
84908,6.0580175165117
387071,-6.64385618977472
654412,-4.34500481863333
677784,-4.34379276157855
100124412,-6.64385618977472
641702,-1.62748167384582
285512,0.762843635050125
10144,5.98435666275542
51306,3.08324953742103
220965,0.534368267425137
25854,3.0051667914452
317662,3.63063476183194
389658,1.10582775651006
285016,2.12507999121458
338094,-2.37419544219268
167555,-0.822497533846572
285596,-5.17107841039718
202134,-3.68004163808058
653316,-6.64385618977472
158297,-4.82865429422003
283726,-3.26676880172591
728215,-2.30611003718492
27112,1.80371057726101
29057,5.10779902183037
728262,-0.94715730667254
100132403,-2.01623100012937
51016,3.85403344019123
348378,-0.583809674013535
729830,1.0590977778326
84067,4.91334044945423
57700,2.74617083764629
64760,5.25890110466907
84140,0.335461837277044
145483,0.816998101654018
26355,6.65943033570289
221303,-0.595111601691252
148753,-0.165964162010294
642968,-1.07469669261724
51101,2.05966503557512
79696,2.00655512966637
54065,4.80970718426492
401565,-6.64385618977472
730112,-2.31260851951315
83648,1.98058300591586
84734,2.89005031908573
23201,2.62494588435224
130074,5.5292599652348
26049,2.66251084443837
283777,-1.81371691233381
340069,-4.46325315862147
170370,-6.64385618977472
221061,4.98530922624111
284069,-0.662847105035036
165215,0.567703805784185
83989,3.12211689965244
65990,4.29903736939579
134145,3.17513591306535
345757,4.7244013706507
400451,4.78386111267607
84142,3.15391517691345
23172,3.26448116011407
84141,4.35801374797116
55194,3.57044331679426
283635,4.73206541050238
400823,-1.4243269793354
55719,3.03991194563579
51252,3.01754376417785
165186,-2.970772725459
23116,2.18441075052892
389558,-0.516600337109609
399888,-3.80387712639423
90050,-6.64385618977472
220382,0.0767488097152786
284800,-6.64385618977472
728882,-2.06577972356012
440585,1.23149168247278
340286,-3.16463049349794
79632,-1.57272529598614
27146,-6.64385618977472
222234,2.39158233091554
121006,-4.62290566453057
84070,-0.461426754243825
148109,-4.40371659454895
80013,3.97256670713599
84182,3.38838270487931
23359,-1.47748658564342
9413,-1.83861983216524
10712,3.99974044472215
780776,-1.24327875990152
201158,2.37939658589933
51030,4.35585975166697
401145,-0.955849667386207
54462,4.49244158558022
80011,5.80654804944315
8603,3.86849903748984
54540,5.09714770363525
131831,-3.48125274246995
220081,-6.64385618977472
84331,5.90387591039735
348262,6.38414523042807
642938,-5.73295624695865
100131897,-2.92665959348814
252946,-6.64385618977472
729085,-1.50086258353858
51313,5.93078952588803
139231,4.82333307599666
407738,-4.88010039587485
338811,-2.55210210115387
284467,-2.17993582399631
151647,-6.64385618977472
25817,2.3376373666978
221786,3.01086493809102
285550,2.9928501054709
54757,-0.682403219180483
9917,3.54819403185308
56975,4.28331449905879
387680,2.76415033873598
55747,3.93784685476279
253725,4.84531619557245
728118,-0.157708912972907
728130,0.557268590986948
54754,-2.03269221737422
441457,-3.62369159422746
653567,0.105335376597734
118670,-6.64385618977472
196792,3.14620488346827
643161,-6.64385618977472
100132929,-6.64385618977472
221301,-6.64385618977472
254228,0.722333532180299
441168,2.29320706302579
548321,0.109866858061882
100133121,-6.64385618977472
100132948,0.448086485045159
284123,-6.64385618977472
26017,6.58375979111139
54537,4.19684395834561
439965,0.710145583596641
414241,2.8311784649057
116228,4.74642837159149
9780,5.90497731011269
63895,0.243733801971442
60343,6.67102730026254
54097,5.54622525842212
10447,5.10817849690976
131177,7.33464346722396
85369,4.56160702753829
57464,0.415529948872167
340618,-6.64385618977472
284593,-0.477932242546464
131583,2.13089436245229
163933,-2.24158933762697
404636,3.50916643172782
55855,2.33705348086111
55603,2.41778446385008
115572,1.20256313980401
54855,2.25880787734472
169966,-3.49238840878311
158724,-6.64385618977472
170062,-6.64385618977472
442444,-6.64385618977472
100129583,1.45114936451344
55578,5.25051531694122
100130302,-6.64385618977472
170067,-6.64385618977472
81553,0.497584392442721
51571,5.40375339881249
9130,7.09997584481495
26240,0.596211692276171
152877,1.22483173457611
9679,3.79570247440816
51307,4.00834465897772
113115,2.1796649267008
56181,4.56741594921246
120400,2.72345672698007
120406,2.01365303087274
91775,0.695155472883177
54827,0.384376352415224
79850,4.3664361367959
83723,-4.24288719191716
92002,5.29787713073855
339521,-6.64385618977472
64762,1.09949299492108
57795,-1.84694929597706
339479,-6.64385618977472
58516,6.40165856602322
55793,4.1273290691301
54629,0.786559511736381
54478,2.83983242126312
79567,4.03410797741242
9750,1.15015081309795
140876,0.3546589369289
100133172,-2.63821382189566
440078,-1.98932610485551
100132923,0.576431579785288
100132103,-3.33625422751279
388650,2.92464704301813
138311,1.44999223982086
125704,-2.73743956465057
55026,-1.63593144088093
348013,1.91274572618122
149647,-6.64385618977472
153745,-6.64385618977472
196472,-6.64385618977472
161142,-0.144567057486587
112703,2.46648431187426
284418,-1.21338259329903
84691,-6.64385618977472
346653,-0.00935116583852788
729533,-0.0545614370328856
653820,1.09137829555846
728833,0.654065839194223
374986,2.24440874210952
84895,3.73871832936657
401507,-6.64385618977472
728495,-6.64385618977472
401508,-6.64385618977472
642265,-5.70271238558029
727830,-5.70237036169476
727905,-6.64385618977472
389730,-6.64385618977472
441452,-5.61946738416373
199870,2.07281681253314
143684,2.55259980239875
286336,1.12431831977034
149297,0.226197257075701
100288380,-3.95866147249471
89837,-2.99091596151058
145773,2.5706371629297
153643,-4.760115121378
151393,2.16519293304214
55177,4.7056056756971
51115,4.01298878187549
84985,-3.71152358308249
222584,2.42199265329779
128876,-5.34573017359171
81610,3.57600433914347
54854,5.30574312426358
113828,4.50187359474658
644815,3.51248664527396
286077,5.66272745381634
151354,6.92222763350706
157638,4.83831602206269
196483,3.5292601131372
85002,2.08571108841352
653333,0.936607006237174
55199,2.658711642464
692099,2.8514664716931
375061,3.4984993735104
23625,5.25578509557982
51439,3.28930035810647
55138,-2.56255080016578
441317,-6.64385618977472
157769,4.37499833131108
137392,4.48849027385036
403315,-6.64385618977472
339145,-2.62871496642896
100133036,-1.26846682751006
84191,6.5164492816885
51647,7.28429776417231
25940,4.86030206963071
283742,4.1031618331897
147965,4.17686763587215
387742,-4.65147159707432
100132464,-4.26549895846515
171482,-6.64385618977472
171483,-6.64385618977472
171484,-6.64385618977472
2175,3.16970910344586
2187,-0.805912352092488
2176,2.70471475046121
2177,2.66676540185812
2178,2.41588217408172
2188,4.10470060761514
2189,3.60248542096332
55215,4.43604486015821
55120,4.13412123262877
57697,0.0912855261119778
92565,1.94664826511153
2191,2.23493003672568
84188,4.05317584482323
55711,4.73271281260707
10160,5.12023781146581
9855,3.95804448180653
10667,3.31818430201587
2193,6.44423953778445
10056,5.88430347487178
356,-0.306802001177034
2194,6.53624759342513
79675,4.11848318177064
22868,3.88056326987861
79072,2.5808844063805
60493,4.08073513056231
10922,6.28054191937194
355,2.59162545991329
2195,7.09001568424102
2196,-2.42343446282689
120114,-2.72055824672048
79633,1.41883799355918
89885,0.0239368625389499
2197,10.4900390306738
85302,2.14682019614437
54751,5.7057059323392
345630,-1.91837468913754
2192,6.99613161326146
2199,3.00270223729027
10516,4.14524792592273
129804,0.214052451198092
2091,8.45305403831287
2200,3.75030298554513
2201,1.05232146556888
84467,-0.891609073649133
2203,5.37066211507956
8789,-2.42169980245848
57666,4.57599849890291
64319,5.37162893427544
54850,4.172018188068
222235,-1.19227408447546
144699,5.45747685995159
79176,4.0799602652434
146330,0.394335389550839
64839,3.4845016356768
80028,2.24813282859909
54620,4.16347265213044
84961,1.89710584755639
26223,-6.64385618977472
283807,1.00842889319746
25827,0.868185169723786
26224,3.98353950732815
26235,3.4530643713551
26234,4.8739187008754
26233,4.69302536665267
23194,0.941434270737523
55336,3.32210507250626
26267,2.20165094596561
80204,4.8822208421214
201456,-2.93541136989532
157574,1.04768086346351
115290,0.881402722106556
84893,5.21733445353859
23014,4.7346072379154
692224,4.29236686073267
26263,3.94787337009265
26261,-1.52279557777398
26260,4.30888274576743
126433,-1.34988990150818
23219,3.58398578136054
26232,2.19268721633317
84085,2.68082258792128
79791,4.70902388999957
114907,3.2366432887646
254170,2.04909273474924
55030,5.29903340640752
130888,0.370967352878333
81545,3.99931429412761
162517,-1.77611756965132
26273,4.17863351073555
51725,-6.64385618977472
150726,3.15515407346105
54455,3.3895966000767
286151,-3.07177302693583
93611,3.83056938776628
200933,2.69109115740676
23403,4.11842472721164
494188,-6.64385618977472
554251,-0.117492062143098
26272,4.03096116430821
26271,3.0130001169191
26270,3.04086175667039
25793,6.26457282304847
26269,3.18592626923956
26268,3.36645564638075
10517,-4.87879100035107
23291,4.42869383586195
285231,-6.64385618977472
26190,3.58226506384946
6468,5.58902352891829
54461,6.13287678564141
55294,3.11250615790369
26259,3.39623021967136
84261,3.60856096419874
83953,-0.687450626181218
2204,-3.75984672035588
2205,1.26123567703696
2207,4.9567972188899
2208,0.454937607630501
51077,4.77457319068539
8857,8.10788718136469
2209,-0.718424425760285
2210,0.554710890965748
100132417,-0.571620146626344
2212,3.04997937124072
2213,1.01939012692825
9103,1.04759733671101
2214,3.54477468175207
2215,-1.09462983830074
2217,7.53876450590165
23149,3.23520971061407
115548,4.14630878047804
89848,3.76087744001012
9873,3.19478697588718
2219,0.848856648102043
2220,-6.64385618977472
8547,-0.437021627108925
115350,-0.475032891497618
79368,0.29929702191215
115352,-0.473101807621071
83417,-3.31037886083527
83416,1.46679002874499
343413,-1.74861338699647
84824,0.601823795327163
127943,-1.6428975237863
2222,7.60676103186161
619190,-2.35082395030359
2224,7.08744364127823
112812,4.69635114599938
2230,3.44108168676888
91893,1.44346647937084
2232,4.73632924627384
2235,0.946742167576311
55527,4.03549007938361
10116,3.94740933835953
56929,3.99890428056056
2237,4.8591111448854
80307,3.15636110992416
90342,-3.95844024447448
654463,1.39731971403416
222894,-6.64385618977472
55612,7.60057154831573
10979,3.50940535692755
83706,3.59532063636359
2241,1.84356658884165
2242,2.99910765261568
26998,-4.56231886092238
54738,-1.76272540644071
9638,2.30004899177492
9637,4.52647559162641
389549,1.32746698905063
55079,-6.64385618977472
2864,-6.64385618977472
2867,1.81960293382561
2865,-0.838140171067638
2243,-0.790399398921708
2244,-0.58565541633057
2245,0.905753285062561
221472,1.87795699670706
89846,3.56880107367582
121512,2.48666437236423
152273,3.06584514089279
55785,2.06087628993176
2255,-1.94515700025436
2256,-0.00799615028637468
2257,-2.51991557709453
2258,2.11719013954515
2259,0.377601555258892
8823,-6.64385618977472
8822,-0.389321298795488
8817,1.47052971774344
9965,3.18626000070311
2246,-0.616368249356589
26281,4.7339990955868
26291,-6.64385618977472
27006,-6.64385618977472
8074,-6.64385618977472
2247,0.30332875141535
2248,-1.08098680465867
2249,-6.64385618977472
2250,-5.34640247949704
2251,-6.64385618977472
2252,1.85863431747982
2253,-3.27903509034554
2254,-1.34044779764399
9982,3.06224576264171
83888,-1.52182221993288
143282,0.652000578125508
26127,4.3465359232156
11116,3.45886733730691
2260,4.51479175445856
2263,2.00367770901944
2261,4.19087842437438
2264,6.27930496882347
53834,4.60410776610481
55277,5.01210164617942
2266,-6.64385618977472
2267,-3.62462430324905
10875,2.87726940966606
2268,2.23224537018625
114827,1.61490073140661
85462,3.473406843457
2272,2.56655326248076
2273,4.9413106275663
2274,7.90427946470891
2275,4.48054599989818
9457,-0.232932112874181
29109,4.19323597387241
80206,3.82269997627396
2271,5.86508208801492
84929,2.59996734197534
387758,2.60859927672457
9158,6.04533713919576
11153,1.75448300152772
9896,3.35214715209016
2277,-1.6515807859704
344018,-6.64385618977472
63979,3.05392525270807
401720,-1.34109415756591
55137,-2.16109336327968
11259,5.00253331713986
27145,-0.553252926967391
81608,5.23448511899653
51024,8.27413733208092
161247,-0.63727206012764
128486,3.05855591463369
84922,3.66082469311668
24147,2.02321258395911
60681,4.41580659688135
51303,6.61118904474452
55033,2.40037378166529
23307,4.54845919815007
2282,-0.810285946816588
2280,7.45585407826366
2281,1.20135818655337
2286,7.13004867023226
2287,6.05134728976578
2288,6.71972728077438
2289,4.68915915547062
8468,-4.67103772068751
51661,2.9739886876192
23770,7.49314588101423
360132,1.56132685743465
11328,6.93888223914925
63943,2.78663482527301
79147,2.91530875642708
100131561,-6.64385618977472
440888,-6.64385618977472
83954,-6.64385618977472
2218,2.66847261045959
80308,5.38736342509648
201163,3.52624333415805
388698,-6.14189569008848
2312,-2.9158480545274
2313,2.02351085675723
2314,5.52217779148769
55056,1.61576451298514
55096,0.451594135874504
55701,4.95586756726407
286042,1.40855993214108
54508,-2.15496981430328
440101,-4.33466009480949
79667,1.48851025420155
79857,-3.15021082288737
80094,-3.69372465405585
100192386,-3.73908787563698
401237,0.695392812591584
200058,5.21503571372746
148231,-6.64385618977472
401082,-6.64385618977472
497049,-6.64385618977472
400710,0.260353982065801
146512,-3.79562867090009
150538,-1.51017860938297
401172,-0.798367544782776
644873,5.26777530466583
285759,-3.45001005988927
401491,-3.50900147589924
284131,1.81646875614392
255031,0.570710955667595
649446,2.93675819916664
284124,-6.64385618977472
168455,4.4745750774811
730971,-3.25269966285343
283011,-2.09298625520013
283521,-3.50195977156537
729614,1.61217010108767
285668,-6.64385618977472
439931,0.720800770540577
100130417,-6.64385618977472
202020,2.21844467926827
388685,0.921104243979442
643210,-3.62341877093091
645784,1.97430340005582
163742,-6.64385618977472
284085,-4.11982640390107
285962,-0.489847343486866
100192420,-4.51161446174904
388182,-0.978719649020104
401105,-6.64385618977472
645644,-0.0573709446594699
441094,1.0708709554345
440556,-0.00761566044124998
646113,-3.90709536887696
378805,2.87203153053725
389761,-6.64385618977472
389690,-6.64385618977472
347127,-6.64385618977472
643365,-6.64385618977472
389762,-6.64385618977472
401207,1.7494090200852
392490,0.0366160994116229
400624,-5.77423296050715
400242,2.73839633928141
402483,4.45208848343915
399844,-0.0932695468876439
399717,-2.98251912429635
283102,-1.04657140306742
389763,-6.64385618977472
375940,-6.64385618977472
440465,3.18570092997002
2316,7.98291981842677
2317,5.65942028586588
2318,2.91004870339455
10211,6.5985817984969
2319,6.3226570284544
23769,-0.0283990791263876
23768,0.924065635064733
23767,2.31303136862329
2321,3.28904059753004
2323,3.07162200641868
2322,-1.93020284367921
2324,1.2821756981284
28982,2.33831839671179
55640,0.245330233302485
84256,3.26887905419128
114984,4.45677512787987
342184,1.2053394486515
56776,-2.33392081508347
752,3.57276713268562
114793,4.38929591489589
91010,2.33797906866723
2326,-2.68800916889939
2327,-2.30486675460932
2328,1.13305005695835
2329,1.05746579872882
2330,2.46797903431289
388714,-6.64385618977472
116123,-6.64385618977472
2331,4.68164560664509
158521,-6.64385618977472
2332,4.79618394100622
2335,8.81752320939205
79672,5.47213297449758
64122,4.96370332256759
54874,5.61157575070935
23048,4.00949705634512
23360,4.95918420505812
84624,3.00428036005819
22862,5.15424931816916
64778,4.8294156959034
64838,1.26737135575598
252995,-0.335986136253584
163479,-6.64385618977472
54752,-0.156193153451726
96459,3.49296352803876
57600,2.75658398251129
2339,5.64144433839037
2342,3.60446934320887
219595,-3.42655084016038
2346,-0.568611141928318
2348,3.95524010962051
2350,2.22014552004891
2352,-6.64385618977472
390243,-2.23396184491539
2354,2.2407015543468
8061,1.36556314337006
2355,5.11142369338989
2353,8.072387715085
3169,4.94491455535331
3170,4.51565025405625
3171,5.65969979218929
27023,-3.36183132975146
442425,-6.64385618977472
2296,0.682048199490629
2303,-2.44419790744945
2297,-0.396894856819083
2306,1.89173450565264
27022,-2.96305631159959
200350,-1.80494883817096
100036519,-3.76497421504328
286380,-4.42621792059985
653427,-4.03868455221273
653404,-3.86820794080073
2298,-1.61800841601025
2304,-5.54771331434684
2301,-3.14111167264321
2294,4.18828876306422
2295,3.27954560571386
2290,-6.64385618977472
8928,-2.19570498160773
2299,-2.17721028695725
399823,-4.84389403412552
344167,-6.64385618977472
2302,-6.64385618977472
55810,3.17535575547448
22887,4.68164143921287
221937,4.60845411028813
3607,4.7271782902746
2300,2.52292098661172
668,-6.64385618977472
2305,4.49279096073757
8456,-4.20072853482441
3344,2.58238431606775
1112,4.01206218428579
121643,-5.44020580398877
2308,1.77905273893502
2310,3.73985710984552
2309,5.11149400531116
4303,3.53983796801067
27086,3.52016967614855
93986,2.11685907679713
50943,2.32530259135628
116113,5.48816684347736
94234,5.51386889515511
283150,-6.64385618977472
139628,-6.64385618977472
55572,4.15452256343944
80020,2.99362288884373
2307,2.64495448933494
2356,5.16092799631371
8790,3.219072015408
2357,0.569363529296547
2358,-3.74693757757794
2359,2.576370431542
80144,-1.19621792928613
10023,1.88716093428421
23401,4.39812571951311
158326,2.52543912101788
341640,1.51089141820631
284802,4.00238995336059
2483,5.42194762423312
441581,-6.64385618977472
100288801,-6.64385618977472
448831,-6.64385618977472
2444,2.11022127673726
79981,-0.174746110014426
257019,-1.35371554416512
55691,1.8407163857507
23150,2.78583632447515
84978,2.69886774216873
122786,2.25120282497239
90167,-6.64385618977472
83786,3.85161053309194
22844,1.85149239387659
728798,-6.64385618977472
143162,-6.64385618977472
9758,-6.64385618977472
391059,0.772300612175536
10818,2.46069694948822
10817,2.50756127026611
285527,5.79981653686876
10129,3.41364437830268
2487,4.30354015728515
84075,-6.64385618977472
6624,4.0445619318668
25794,-1.57844623185266
29999,-2.80687416459303
83856,1.29353146816325
79187,-1.39398904667099
123722,-4.50091687991279
2488,-6.64385618977472
2492,-6.64385618977472
161835,-2.36704456877915
11167,5.94846832773536
10272,3.34998175778671
23105,0.521931393387079
56884,-4.09933474062563
10468,-0.694018321344764
10841,-2.4654875767268
2495,9.96826503791162
53940,-6.64385618977472
2498,4.05681164120501
100130017,-6.64385618977472
2512,12.3233743712851
94033,-6.64385618977472
79068,3.7247230334748
24140,5.0074878399504
29960,5.20989456455467
117246,5.4766163358417
55783,3.96835596491022
23070,4.62265008476733
8880,5.71446280104439
8939,5.0902239469477
2517,6.09028941112641
2519,6.25362580450969
197258,4.25722836946467
139341,5.23528616636965
388965,-3.42103037085339
65991,5.19542276637812
5045,6.21226945017681
2521,8.33676610271479
84750,2.44655731104017
170384,1.65629813565119
2523,1.63008363758075
2524,4.30413892168746
2525,7.00121420402688
2526,4.35415395623813
2527,-5.03077584570558
2528,5.94449669435142
2529,-1.7605114005929
2530,4.23250817935346
10690,-6.64385618977472
80199,3.03312779261299
26515,4.83737645806221
2395,2.59656026517369
8087,5.50001571581089
9513,4.19696984223211
5348,3.87087962650146
486,3.76446428918936
5349,8.03491642030652
53828,-1.3668711960764
53827,8.34631722125878
53826,5.51217799806036
53822,-2.02143609400437
2533,1.83927850868235
79443,3.83161755381654
2534,4.09049323940916
84248,4.29472131811446
11211,-1.4694411827035
8321,3.51181750120565
2535,2.62282745718996
7976,2.22906016744451
8322,2.0858777629334
7855,4.03596184015075
8323,3.69968722198919
8324,2.9434686773472
8325,2.86796813146494
8326,0.197048577680378
51343,4.62261351321358
50486,2.50384488722847
55632,2.38719923002733
10146,6.4426008245336
9908,6.43696539493743
57818,-3.70232451476457
92579,6.83669115954807
2538,-6.64385618977472
2539,5.08731016424823
2548,5.80384405856925
2549,2.48317311627067
9846,3.29751213312395
139716,0.857892714090481
128954,-6.64385618977472
23710,5.06071693615432
11345,6.32923718188633
23766,-3.7265467169313
11337,8.42639555917542
2550,3.88317829274726
9568,-2.73360264364146
2551,3.20447348625832
2553,3.50449248575011
126626,2.05654093014657
2554,-6.64385618977472
2555,4.68342211035098
2556,-4.24199127335984
2557,-1.64705298993047
2558,-6.64385618977472
2559,-6.64385618977472
2560,-1.52265537471552
2561,-2.86730803029442
2562,-2.91150671901389
2563,-0.670386460882339
2564,4.85587271003136
2565,-6.64385618977472
2566,-4.65291612806757
2567,-6.64385618977472
2568,-0.182037178597025
55879,-5.03772887853734
2569,-4.82022242669012
2570,-3.79459022740245
200959,-6.64385618977472
2571,2.97878355807841
2572,-5.23147403722639
1647,5.83377444907226
4616,3.90807415774642
90480,6.91368171001614
10912,3.94563334422946
339896,-4.99244841633965
643832,-6.64385618977472
100132399,-6.64385618977472
100008586,-6.64385618977472
729396,-6.64385618977472
645051,-6.64385618977472
2543,-6.64385618977472
729447,-6.64385618977472
645037,-6.64385618977472
2574,-6.64385618977472
729408,-6.64385618977472
26749,-6.64385618977472
2576,-6.64385618977472
100101629,-6.64385618977472
2580,6.63114039148211
9514,1.779227973025
64090,4.1085336701107
89792,-6.64385618977472
79690,2.77075046087062
2581,4.02465272360993
2582,6.70903651576785
2584,5.23423697729077
2585,4.34188685982205
130589,4.46732991230374
2588,4.4881786354516
55568,5.46641387318782
63917,5.12828727210305
79695,3.88803189590569
114805,-4.49633179385406
79623,-4.10295036792249
2589,5.14003738816951
2590,5.66315014620339
2591,5.89496896361985
8693,6.27568453460314
11227,4.48199111842605
11226,6.22417880861196
51809,5.33858455580873
26290,2.64000830118871
50614,-2.69526022264446
57452,-1.16681598417565
117248,-1.01264663134734
374378,2.05966105597339
168391,-6.64385618977472
442117,-3.92569611872539
85569,-6.64385618977472
2587,-5.36326583662471
8811,-3.18652587317677
8484,-4.37833085176437
2592,4.67889957978108
51083,3.08506235786024
2593,1.96850657137015
23193,8.23296559496144
2595,2.59645152215102
8139,-0.362754441180185
2596,0.405888639709645
26330,-1.88435092206811
2597,12.4950854382583
202309,-0.202735240369291
26130,3.51361844235685
54433,5.61873374566983
84253,0.336009432076101
2617,6.86203880352949
2618,5.64596502626887
2619,1.30496121414946
10634,2.81204440285335
246176,-6.64385618977472
283431,1.77155762920741
2620,1.31797079395147
60674,9.06766694442411
2621,5.70931175507201
8522,2.46835345698709
2622,3.66718056288037
2520,-6.64385618977472
2623,-2.24599427203898
2624,2.04887144974797
2625,0.318221579164271
2626,-6.64385618977472
140628,-5.29865459475743
2627,4.49177226389673
57798,5.2197920746507
54815,5.02013530908278
57459,2.60149978820505
283459,4.63450530683513
2628,4.58353000395905
389523,-0.424774712429951
729438,-6.64385618977472
652968,1.56401708778987
352954,2.0878192264688
57704,5.66556157655189
57733,-0.572407406732158
2630,3.7616831437067
2631,6.11253692018789
2629,4.91554041828349
2632,3.47004592135434
8729,4.70289402854146
26301,2.09097663654418
2633,3.23998366382986
2634,4.6816041909513
2635,5.25701298065706
115361,2.30406282710576
115362,0.729941881274115
163351,-4.80859954595197
388646,-6.64385618977472
2636,-6.64385618977472
